"Query",Target
cidade,"""PAL=cidade%"""
cidade gr ANDe,"""PAL=cidade gr ANDe%"""
sol,"""PAL=sol%"""
pôr do sol,"""PAL=pôr do sol%"""
livro,"""PAL=livro%"""
livro de receitas,"""PAL=livro de receitas%"""
carro,"""PAL=carro%"""
carro de luxo,"""PAL=carro de luxo%"""
floresta,"""PAL=floresta%"""
floresta amazônica,"""PAL=floresta amazônica%"""
guerra,"""PAL=guerra%"""
guerra mundial,"""PAL=guerra mundial%"""
computador,"""PAL=computador%"""
computador portátil,"""PAL=computador portátil%"""
tempo,"""PAL=tempo%"""
máquina do tempo,"""PAL=máquina do tempo%"""
futuro,"""PAL=futuro%"""
previsão do futuro,"""PAL=previsão do futuro%"""
história,"""PAL=história%"""
história antiga,"""PAL=história antiga%"""
arte,"""PAL=arte%"""
arte moderna,"""PAL=arte moderna%"""
filosofia,"""PAL=filosofia%"""
filosofia grega,"""PAL=filosofia grega%"""
música,"""PAL=música%"""
música clássica,"""PAL=música clássica%"""
medicina,"""PAL=medicina%"""
medicina alternativa,"""PAL=medicina alternativa%"""
economia,"""PAL=economia%"""
economia global,"""PAL=economia global%"""
esporte,"""PAL=esporte%"""
esporte olímpico,"""PAL=esporte olímpico%"""
literatura,"""PAL=literatura%"""
literatura clássica,"""PAL=literatura clássica%"""
viagem,"""PAL=viagem%"""
viagem no tempo,"""PAL=viagem no tempo%"""
tecnologia,"""PAL=tecnologia%"""
tecnologia digital,"""PAL=tecnologia digital%"""
ciência,"""PAL=ciência%"""
ciência espacial,"""PAL=ciência espacial%"""
religião,"""PAL=religião%"""
religião comparada,"""PAL=religião comparada%"""
educação,"""PAL=educação%"""
educação infantil,"""PAL=educação infantil%"""
política,"""PAL=política%"""
política internacional,"""PAL=política internacional%"""
cultura,"""PAL=cultura%"""
cultura popular,"""PAL=cultura popular%"""
natureza,"""PAL=natureza%"""
natureza humana,"""PAL=natureza humana%"""
futebol,"""PAL=futebol%"""
futebol brasileiro,"""PAL=futebol brasileiro%"""
comida,"""PAL=comida%"""
comida italiana,"""PAL=comida italiana%"""
família,"""PAL=família%"""
dinheiro,"""PAL=dinheiro%"""
filme,"""PAL=filme%"""
cinema,"""PAL=cinema%"""
cinema europeu,"""PAL=cinema europeu%"""
fotografia,"""PAL=fotografia%"""
fotografia digital,"""PAL=fotografia digital%"""
biografia,"""PAL=biografia%"""
autobiografia,"""PAL=autobiografia%"""
cultura popular,"""PAL=cultura popular%"""
escrita,"""PAL=escrita%"""
escrita criativa,"""PAL=escrita criativa%"""
dança,"""PAL=dança%"""
dança contemporânea,"""PAL=dança contemporânea%"""
pintura,"""PAL=pintura%"""
pintura renascentista,"""PAL=pintura renascentista%"""
escultura,"""PAL=escultura%"""
escultura clássica,"""PAL=escultura clássica%"""
museu,"""PAL=museu%"""
museu de arte,"""PAL=museu de arte%"""
teatro,"""PAL=teatro%"""
teatro moderno,"""PAL=teatro moderno%"""
astronomia,"""PAL=astronomia%"""
astrofísica,"""PAL=astrofísica%"""
física,"""PAL=física%"""
física nuclear,"""PAL=física nuclear%"""
química,"""PAL=química%"""
química orgânica,"""PAL=química orgânica%"""
biologia,"""PAL=biologia%"""
biologia molecular,"""PAL=biologia molecular%"""
genética,"""PAL=genética%"""
genética humana,"""PAL=genética humana%"""
psicologia,"""PAL=psicologia%"""
psicologia social,"""PAL=psicologia social%"""
sociologia,"""PAL=sociologia%"""
sociologia urbana,"""PAL=sociologia urbana%"""
antropologia,"""PAL=antropologia%"""
antropologia cultural,"""PAL=antropologia cultural%"""
arqueologia,"""PAL=arqueologia%"""
arqueologia egípcia,"""PAL=arqueologia egípcia%"""
linguística,"""PAL=linguística%"""
linguística aplicada,"""PAL=linguística aplicada%"""
Mostrar livros com amor no título,"""PTI=amor%"""
Pesquisar títulos com guerra,"""PTI=guerra%"""
Quais documentos têm paz no título?,"""PTI=paz%"""
Quais livros incluem vida no título?,"""PTI=vida%"""
Mostrar títulos com morte,"""PTI=morte%"""
Pesquisar livros com sonho no título,"""PTI=sonho%"""
Quais são os títulos que contêm história?,"""PTI=história%"""
Pesquisar documentos com futuro no título,"""PTI=futuro%"""
Quais títulos têm passado?,"""PTI=passado%"""
Mostrar livros com cidade no título,"""PTI=cidade%"""
Pesquisar títulos com tempo,"""PTI=tempo%"""
Quais documentos têm luz no título?,"""PTI=luz%"""
Mostrar títulos com sombra,"""PTI=sombra%"""
Pesquisar livros com noite no título,"""PTI=noite%"""
Quais são os títulos que incluem dia?,"""PTI=dia%"""
Pesquisar documentos com mar no título,"""PTI=mar%"""
Quais livros têm rio no título?,"""PTI=rio%"""
Mostrar títulos com montanha,"""PTI=montanha%"""
Pesquisar títulos com floresta,"""PTI=floresta%"""
Quais documentos têm deserto no título,"""PTI=deserto%"""
Mostrar livros com praia no título,"""PTI=praia%"""
Pesquisar títulos com jardim,"""PTI=jardim%"""
Quais são os títulos que contêm céu?,"""PTI=céu%"""
Pesquisar documentos com terra no título,"""PTI=terra%"""
Quais livros têm vento no título?,"""PTI=vento%"""
Mostrar títulos com chuva,"""PTI=chuva%"""
Pesquisar livros com sol no título,"""PTI=sol%"""
Quais documentos têm lua no título?,"""PTI=lua%"""
Mostrar livros com estrela no título,"""PTI=estrela%"""
Pesquisar títulos com céu,"""PTI=céu%"""
Quais são os títulos que incluem planeta?,"""PTI=planeta%"""
Pesquisar documentos com universo no título,"""PTI=universo%"""
Quais livros têm galáxia no título?,"""PTI=galáxia%"""
Mostrar títulos com espaço,"""PTI=espaço%"""
Pesquisar livros com estrelas no título,"""PTI=estrelas%"""
Quais documentos têm órbita no título?,"""PTI=órbita%"""
Mostrar livros com astronomia no título,"""PTI=astronomia%"""
Pesquisar títulos com astro no título,"""PTI=astro%"""
Quais são os títulos que incluem física?,"""PTI=física%"""
Pesquisar documentos com química no título,"""PTI=química%"""
Quais livros têm biologia no título?,"""PTI=biologia%"""
Mostrar títulos com genética,"""PTI=genética%"""
Pesquisar livros com ecologia no título,"""PTI=ecologia%"""
Quais documentos têm clima no título?,"""PTI=clima%"""
Mostrar livros com meteorologia,"""PTI=meteorologia%"""
Pesquisar títulos com tempo no título,"""PTI=tempo%"""
Quais são os títulos que incluem tempestade?,"""PTI=tempestade%"""
Pesquisar documentos com furacão no título,"""PTI=furacão%"""
Quais livros têm vulcão no título?,"""PTI=vulcão%"""
Mostrar títulos com terremoto,"""PTI=terremoto%"""
Pesquisar livros com tsunami no título,"""PTI=tsunami%"""
Quais documentos têm lava no título?,"""PTI=lava%"""
Mostrar livros com sismo,"""PTI=sismo%"""
Pesquisar títulos com furacão no título,"""PTI=furacão%"""
Quais são os títulos que incluem lavagem cerebral?,"""PTI=lavagem cerebral%"""
Pesquisar documentos com inteligência no título,"""PTI=inteligência%"""
Quais livros têm ciência no título?,"""PTI=ciência%"""
Mostrar títulos com tecnologia,"""PTI=tecnologia%"""
Pesquisar livros com robótica no título,"""PTI=robótica%"""
Quais documentos têm computador no título?,"""PTI=computador%"""
Mostrar livros com internet,"""PTI=internet%"""
Pesquisar títulos com programação no título,"""PTI=programação%"""
Quais são os títulos que incluem software?,"""PTI=software%"""
Pesquisar documentos com hardware no título,"""PTI=hardware%"""
Quais livros têm algoritmo no título?,"""PTI=algoritmo%"""
Mostrar títulos com criptografia,"""PTI=criptografia%"""
Pesquisar livros com rede no título,"""PTI=rede%"""
Quais documentos têm cibersegurança no título?,"""PTI=cibersegurança%"""
Mostrar livros com dados no título,"""PTI=dados%"""
Pesquisar títulos com informação,"""PTI=informação%"""
Quais são os títulos que incluem comunicação?,"""PTI=comunicação%"""
Pesquisar documentos com mídia no título,"""PTI=mídia%"""
Quais livros têm jornalismo no título?,"""PTI=jornalismo%"""
Mostrar títulos com publicidade,"""PTI=publicidade%"""
Pesquisar livros com propag ANDa no título,"""PTI=propag ANDa%"""
Quais documentos têm marketing no título?,"""PTI=marketing%"""
Mostrar livros com negócios no título,"""PTI=negócios%"""
Pesquisar títulos com administração no título,"""PTI=administração%"""
Quais são os títulos que incluem finanças?,"""PTI=finanças%"""
Pesquisar documentos com 'Tolkien' como autor?,"""PAU=Tolkien"
Mostrar obras de Jane Austen como autora?,"""PAU=Austen"
Quais livros têm Stephen King como autor?,"""PAU=King"
Pesquisar documentos escritos por J.R.R. Tolkien?,"""PAU=Tolkien"
Quais são os trabalhos de Agatha Christie como autora?,"""PAU=Christie"
Encontrar obras de George Orwell como autor?,"""PAU=Orwell"
Mostrar publicações de J.K. Rowling como autora?,"""PAU=Rowling"
Pesquisar documentos escritos por Gabriel García Márquez?,"""PAU=García Márquez"
Quais livros têm Ernest Hemingway como autor?,"""PAU=Hemingway"
Mostrar obras de Leo Tolstoy como autor?,"""PAU=Tolstoy"
Pesquisar trabalhos de Mark Twain como autor?,"""PAU=Twain"
Quais são os documentos de Virginia Woolf como autora?,"""PAU=Woolf"
Encontrar livros de Charles Dickens como autor?,"""PAU=Dickens"
Mostrar documentos escritos por Fyodor Dostoevsky?,"""PAU=Dostoevsky"
Pesquisar obras de Miguel de Cervantes como autor?,"""PAU=Cervantes"
Quais livros têm Alex ANDre Dumas como autor?,"""PAU=Dumas"
Encontrar trabalhos de Emily Dickinson como autora?,"""PAU=Dickinson"
Mostrar publicações de Oscar Wilde como autor?,"""PAU=Wilde"
Pesquisar documentos escritos por Herman Melville?,"""PAU=Melville"
Quais são os trabalhos de H.G. Wells como autor?,"""PAU=Wells"
Encontrar obras de Margaret Atwood como autora?,"""PAU=Atwood"
Mostrar livros de Haruki Murakami como autor?,"""PAU=Murakami"
Pesquisar documentos escritos por Albert Camus?,"""PAU=Camus"
Quais livros têm Ursula K. Le Guin como autora?,"""PAU=Le Guin"
Encontrar trabalhos de Homer como autor?,"""PAU=Homer%"
Mostrar publicações de William Faulkner como autor?,"""PAU=Faulkner"
Pesquisar obras de Aldous Huxley como autor?,"""PAU=Huxley"
Quais são os documentos de Franz Kafka como autor?,"""PAU=Kafka"
Encontrar livros de Toni Morrison como autora?,"""PAU=Morrison"
Mostrar documentos escritos por Arthur Conan Doyle?,"""PAU=Conan Doyle"
Pesquisar obras de James Joyce como autor?,"""PAU=Joyce"
Quais livros têm Sylvia Plath como autora?,"""PAU=Plath"
Encontrar trabalhos de Edgar Allan Poe como autor?,"""PAU=Poe"
Mostrar publicações de Ernesto Sabato como autor?,"""PAU=Sabato"
Pesquisar documentos escritos por Chinua Achebe?,"""PAU=Achebe"
Quais são os trabalhos de Mario Vargas Llosa como autor?,"""PAU=Vargas Llosa"
Encontrar obras de Virginia Woolf como autora?,"""PAU=Woolf"
Mostrar livros de Thomas Hardy como autor?,"""PAU=Hardy"
Pesquisar trabalhos de Milan Kundera como autor?,"""PAU=Kundera"
Pesquisar documentos com 'Shakespeare' como autor?,"""PAU=Shakespeare"
Mostrar obras de Emily Brontë como autora?,"""PAU=Brontë"
Quais livros têm Gabriel García Márquez como autor?,"""PAU=García Márquez"
Pesquisar documentos escritos por Franz Kafka?,"""PAU=Kafka"
Quais são os trabalhos de Virginia Woolf como autora?,"""PAU=Woolf"
Encontrar obras de Leo Tolstoy como autor?,"""PAU=Tolstoy"
Mostrar documentos escritos por George Orwell?,"""PAU=Orwell"
Pesquisar obras de Fyodor Dostoevsky como autor?,"""PAU=Dostoevsky"
Quais livros têm Charles Dickens como autor?,"""PAU=Dickens"
Encontrar trabalhos de J.K. Rowling como autora?,"""PAU=Rowling"
Mostrar publicações de Mark Twain como autor?,"""PAU=Twain"
Pesquisar documentos escritos por Agatha Christie?,"""PAU=Christie"
Quais são os trabalhos de Ernest Hemingway como autor?,"""PAU=Hemingway"
Encontrar obras de Jane Austen como autora?,"""PAU=Austen"
Mostrar livros de J.R.R. Tolkien como autor?,"""PAU=Tolkien"
Pesquisar documentos com James Joyce como autor?,"""PAU=Joyce"
Quais livros têm Stephen King como autor?,"""PAU=King"
Encontrar trabalhos de Miguel de Cervantes como autor?,"""PAU=Cervantes"
Mostrar obras de Oscar Wilde como autor?,"""PAU=Wilde"
Pesquisar documentos escritos por Aldous Huxley?,"""PAU=Huxley"
Quais são os trabalhos de Haruki Murakami como autor?,"""PAU=Murakami"
Encontrar livros de Margaret Atwood como autora?,"""PAU=Atwood"
Mostrar publicações de William Faulkner como autor?,"""PAU=Faulkner"
Pesquisar obras de Franz Kafka como autor?,"""PAU=Kafka"
Quais livros têm Sylvia Plath como autora?,"""PAU=Plath"
Encontrar trabalhos de Gabriel García Márquez como autor?,"""PAU=García Márquez"
Mostrar documentos escritos por J.D. Salinger?,"""PAU=Salinger"
Pesquisar obras de Virginia Woolf como autora?,"""PAU=Woolf"
Quais são os trabalhos de Leo Tolstoy como autor?,"""PAU=Tolstoy"
Encontrar livros de J.K. Rowling como autora?,"""PAU=Rowling"
Mostrar obras de Emily Dickinson como autora?,"""PAU=Dickinson"
Pesquisar documentos escritos por William Shakespeare?,"""PAU=Shakespeare"
Quais livros têm James Joyce como autor?,"""PAU=Joyce"
Encontrar trabalhos de Herman Melville como autor?,"""PAU=Melville"
Mostrar publicações de Edgar Allan Poe como autor?,"""PAU=Poe"
Pesquisar obras de Toni Morrison como autora?,"""PAU=Morrison"
Quais são os trabalhos de Albert Camus como autor?,"""PAU=Camus"
Encontrar livros de Fyodor Dostoevsky como autor?,"""PAU=Dostoevsky"
Mostrar documentos escritos por Virginia Woolf?,"""PAU=Woolf"
Pesquisar obras de William Shakespeare como autor?,"""PAU=Shakespeare"
Quais livros têm Edgar Allan Poe como autor?,"""PAU=Poe"
Encontrar trabalhos de Sylvia Plath como autora?,"""PAU=Plath"
Mostrar publicações de George Orwell como autor?,"""PAU=Orwell"
Pesquisar documentos escritos por Leo Tolstoy?,"""PAU=Tolstoy"
Quais são os trabalhos de Franz Kafka como autor?,"""PAU=Kafka"
Encontrar livros de Gabriel García Márquez como autor?,"""PAU=García Márquez"
Mostrar obras de Emily Brontë como autora?,"""PAU=Brontë"
Pesquisar documentos com William Faulkner como autor?,"""PAU=Faulkner"
Quais livros têm Margaret Atwood como autora?,"""PAU=Atwood"
Encontrar trabalhos de Charles Dickens como autor?,"""PAU=Dickens"
Mostrar publicações de J.R.R. Tolkien como autor?,"""PAU=Tolkien"
Pesquisar obras de Agatha Christie como autora?,"""PAU=Christie"
Quais são os trabalhos de Aldous Huxley como autor?,"""PAU=Huxley"
Pesquisar documentos com 'amor' no assunto,"""PAS=amor%"""
Encontrar obras com 'guerra' no assunto,"""PAS=guerra%"""
Mostrar publicações com 'paz' no assunto,"""PAS=paz%"""
Pesquisar documentos com 'vida' no assunto,"""PAS=vida%"""
Quais são os trabalhos com 'morte' no assunto?,"""PAS=morte%"""
Encontrar livros com 'sonhos' no assunto,"""PAS=sonhos%"""
Pesquisar documentos com 'história' no assunto,"""PAS=história%"""
Mostrar obras com 'futuro' no assunto,"""PAS=futuro%"""
Pesquisar documentos com 'passado' no assunto,"""PAS=passado%"""
Quais são os livros com 'cidade' no assunto?,"""PAS=cidade%"""
Encontrar publicações com 'tempo' no assunto,"""PAS=tempo%"""
Pesquisar documentos com 'luz' no assunto,"""PAS=luz%"""
Mostrar obras com 'sombras' no assunto,"""PAS=sombras%"""
Pesquisar documentos com 'noite' no assunto,"""PAS=noite%"""
Quais são as publicações com 'dia' no assunto?,"""PAS=dia%"""
Encontrar livros com 'mar' no assunto,"""PAS=mar%"""
Pesquisar documentos com 'rios' no assunto,"""PAS=rios%"""
Mostrar obras com 'montanhas' no assunto,"""PAS=montanhas%"""
Pesquisar documentos com 'florestas' no assunto,"""PAS=florestas%"""
Quais são as publicações com 'desertos' no assunto?,"""PAS=desertos%"""
Encontrar livros com 'praias' no assunto,"""PAS=praias%"""
Pesquisar documentos com 'jardins' no assunto,"""PAS=jardins%"""
Mostrar obras com 'céu' no assunto,"""PAS=céu%"""
Pesquisar documentos com 'terra' no assunto,"""PAS=terra%"""
Quais são as publicações com 'vento' no assunto?,"""PAS=vento%"""
Encontrar livros com 'chuva' no assunto,"""PAS=chuva%"""
Pesquisar documentos com 'sol' no assunto,"""PAS=sol%"""
Mostrar obras com 'lua' no assunto,"""PAS=lua%"""
Pesquisar documentos com 'estrelas' no assunto,"""PAS=estrelas%"""
Quais são as publicações com 'planetário' no assunto?,"""PAS=planetário%"""
Encontrar livros com 'universo' no assunto,"""PAS=universo%"""
Pesquisar documentos com 'galáxias' no assunto,"""PAS=galáxias%"""
Mostrar obras com 'cosmos' no assunto,"""PAS=cosmos%"""
Pesquisar documentos com 'constelações' no assunto,"""PAS=constelações%"""
Quais são as publicações com 'nebulosas' no assunto?,"""PAS=nebulosas%"""
Encontrar livros com 'buracos negros' no assunto,"""PAS=buracos negros%"""
Pesquisar documentos com 'astronomia' no assunto,"""PAS=astronomia%"""
Mostrar obras com 'cosmologia' no assunto,"""PAS=cosmologia%"""
Pesquisar documentos com 'astrofísica' no assunto,"""PAS=astrofísica%"""
Quais são as publicações com 'telescópios' no assunto?,"""PAS=telescópios%"""
Encontrar livros com 'observatório' no assunto,"""PAS=observatório%"""
Pesquisar documentos com 'planetas' no assunto,"""PAS=planetas%"""
Mostrar obras com 'estrela' no assunto,"""PAS=estrela%"""
Pesquisar documentos com 'lua cheia' no assunto,"""PAS=lua cheia%"""
Quais são as publicações com 'fases da lua' no assunto?,"""PAS=fases da lua%"""
Encontrar livros com 'satélites' no assunto,"""PAS=satélites%"""
Pesquisar documentos com 'exploração espacial' no assunto,"""PAS=exploração espacial%"""
Mostrar obras com 'vida extraterrestre' no assunto,"""PAS=vida extraterrestre%"""
Pesquisar documentos com 'planeta Marte' no assunto,"""PAS=planeta Marte%"""
Quais são as publicações com 'planeta Júpiter' no assunto?,"""PAS=planeta Júpiter%"""
Encontrar livros com 'planeta Saturno' no assunto,"""PAS=planeta Saturno%"""
Pesquisar documentos com 'planeta Urano' no assunto,"""PAS=planeta Urano%"""
Mostrar obras com 'planeta Netuno' no assunto,"""PAS=planeta Netuno%"""
Pesquisar documentos com 'sistema solar' no assunto,"""PAS=sistema solar%"""
Quais são as publicações com 'constelação de Órion' no assunto?,"""PAS=constelação de Órion%"""
Encontrar livros com 'Via Láctea' no assunto,"""PAS=Via Láctea%"""
Pesquisar documentos com 'buraco negro' no assunto,"""PAS=buraco negro%"""
Mostrar obras com 'cometa' no assunto,"""PAS=cometa%"""
Pesquisar documentos com 'asteroide' no assunto,"""PAS=asteroide%"""
Quais são as publicações com 'meteorito' no assunto?,"""PAS=meteorito%"""
Encontrar livros com 'astronauta' no assunto,"""PAS=astronauta%"""
Pesquisar documentos com 'nave espacial' no assunto,"""PAS=nave espacial%"""
Mostrar obras com 'missão espacial' no assunto,"""PAS=missão espacial%"""
Pesquisar documentos com 'estação espacial' no assunto,"""PAS=estação espacial%"""
Quais são as publicações com 'exploração lunar' no assunto?,"""PAS=exploração lunar%"""
Encontrar livros com 'viagem interestelar' no assunto,"""PAS=viagem interestelar%"""
Pesquisar documentos com 'vida em Marte' no assunto,"""PAS=vida em Marte%"""
Mostrar obras com 'colônia em Marte' no assunto,"""PAS=colônia em Marte%"""
Pesquisar documentos com 'planeta habitável' no assunto,"""PAS=planeta habitável%"""
Quais são as publicações com 'busca por vida extraterrestre' no assunto?,"""PAS=busca por vida extraterrestre%"""
Encontrar livros com 'teoria do Big Bang' no assunto,"""PAS=teoria do Big Bang%"""
Pesquisar documentos com 'origem do universo' no assunto,"""PAS=origem do universo%"""
Mostrar obras com 'relatividade geral' no assunto,"""PAS=relatividade geral%"""
Pesquisar documentos com 'teoria da relatividade' no assunto,"""PAS=teoria da relatividade%"""
Quais são as publicações com 'gravidade quântica' no assunto?,"""PAS=gravidade quântica%"""
Encontrar livros com 'multiverso' no assunto,"""PAS=multiverso%"""
Pesquisar documentos com 'buraco de minhoca' no assunto,"""PAS=buraco de minhoca%"""
Mostrar obras com 'teoria das cordas' no assunto,"""PAS=teoria das cordas%"""
Pesquisar documentos com 'energia escura' no assunto,"""PAS=energia escura%"""
Quais são as publicações com 'matéria escura' no assunto?,"""PAS=matéria escura%"""
Encontrar livros com 'antimatéria' no assunto,"""PAS=antimatéria%"""
Pesquisar documentos com 'unificação das forças fundamentais' no assunto,"""PAS=unificação das forças fundamentais%"""
Mostrar obras com 'partícula elementar' no assunto,"""PAS=partícula elementar%"""
Pesquisar documentos com 'modelo padrão da física de partículas' no assunto,"""PAS=modelo padrão da física de partículas%"""
Quais são as publicações com 'bóson de Higgs' no assunto?,"""PAS=bóson de Higgs%"""
Encontrar livros com 'supercordas' no assunto,"""PAS=supercordas%"""
Pesquisar documentos com 'gravitação' no assunto,"""PAS=gravitação%"""
Mostrar obras com 'buracos negros supermassivos' no assunto,"""PAS=buracos negros supermassivos%"""
Pesquisar documento com CDU 821.111,"""CDU=821.111"""
Encontrar publicação com CDU 641.5,"""CDU=641.5"""
Mostrar documento com CDU 332.024,"""CDU=332.024"""
Pesquisar livro com CDU 612.76,"""CDU=612.76"""
Encontrar obra com CDU 523.8,"""CDU=523.8"""
Mostrar documento com CDU 811.54,"""CDU=811.54"""
Pesquisar publicação com CDU 330.322,"""CDU=330.322"""
Encontrar livro com CDU 616-008.441,"""CDU=616-008.441"""
Mostrar documento com CDU 940.53,"""CDU=940.53"""
Pesquisar obra com CDU 133.901,"""CDU=133.901"""
Encontrar publicação com CDU 621.397,"""CDU=621.397"""
Mostrar livro com CDU 792.8,"""CDU=792.8"""
Pesquisar documento com CDU 615.1,"""CDU=615.1"""
Encontrar obra com CDU 338.9,"""CDU=338.9"""
Mostrar documento com CDU 333.7,"""CDU=333.7"""
Pesquisar publicação com CDU 342.7,"""CDU=342.7"""
Encontrar livro com CDU 659.1,"""CDU=659.1"""
Mostrar obra com CDU 621.3,"""CDU=621.3"""
Pesquisar documento com CDU 510,"""CDU=510"""
Encontrar publicação com CDU 613.2,"""CDU=613.2"""
Mostrar livro com CDU 330.101,"""CDU=330.101"""
Pesquisar obra com CDU 741.592,"""CDU=741.592"""
Encontrar documento com CDU 636.1,"""CDU=636.1"""
Mostrar publicação com CDU 595.7,"""CDU=595.7"""
Pesquisar livro com CDU 616-083.9,"""CDU=616-083.9"""
Encontrar obra com CDU 791.43,"""CDU=791.43"""
Mostrar documento com CDU 658.8,"""CDU=658.8"""
Pesquisar publicação com CDU 658.312,"""CDU=658.312"""
Encontrar livro com CDU 641.563,"""CDU=641.563"""
Mostrar obra com CDU 641.594,"""CDU=641.594"""
Pesquisar documento com CDU 332.7,"""CDU=332.7"""
Encontrar publicação com CDU 330.342,"""CDU=330.342"""
Mostrar livro com CDU 530.12,"""CDU=530.12"""
Pesquisar obra com CDU 001.891.2,"""CDU=001.891.2"""
Encontrar documento com CDU 133.324,"""CDU=133.324"""
Mostrar publicação com CDU 910.41,"""CDU=910.41"""
Pesquisar livro com CDU 519.2,"""CDU=519.2"""
Encontrar obra com CDU 001.9,"""CDU=001.9"""
Mostrar documento com CDU 331.1,"""CDU=331.1"""
Pesquisar publicação com CDU 332.024.86,"""CDU=332.024.86"""
Encontrar livro com CDU 547.9,"""CDU=547.9"""
Mostrar obra com CDU 519.5,"""CDU=519.5"""
Pesquisar documento com CDU 004.42,"""CDU=004.42"""
Encontrar publicação com CDU 820,"""CDU=820"""
Mostrar livro com CDU 791.44,"""CDU=791.44"""
Pesquisar obra com CDU 796.51,"""CDU=796.51"""
Encontrar documento com CDU 628.9,"""CDU=628.9"""
Mostrar publicação com CDU 004.738.5,"""CDU=004.738.5"""
Pesquisar livro com CDU 338.46,"""CDU=338.46"""
Encontrar obra com CDU 546.21,"""CDU=546.21"""
Mostrar documento com CDU 004.738.5,"""CDU=004.738.5"""
Pesquisar publicação com CDU 780,"""CDU=780"""
Encontrar livro com CDU 333.95,"""CDU=333.95"""
Mostrar obra com CDU 620.11,"""CDU=620.11"""
Pesquisar documento com CDU 624.131.1,"""CDU=624.131.1"""
Encontrar publicação com CDU 512.552,"""CDU=512.552"""
Mostrar livro com CDU 910.45,"""CDU=910.45"""
Pesquisar obra com CDU 636.4,"""CDU=636.4"""
Encontrar documento com CDU 791.43.09,"""CDU=791.43.09"""
Mostrar publicação com CDU 636.2,"""CDU=636.2"""
Pesquisar livro com CDU 823.9,"""CDU=823.9"""
Encontrar obra com CDU 617,"""CDU=617"""
Mostrar documento com CDU 332.024.86,"""CDU=332.024.86"""
Pesquisar publicação com CDU 338.47,"""CDU=338.47"""
332.632,'CDU=332.632'
332632,'CDU=332.632'
332 632,'CDU=332.632'
006.6,'CDU=006.6'
62011,'CDU=620.11'
33847,'CDU=338.47'
910.45,'CDU=910.45'
512.552,'CDU=512.552'
333.95,'CDU=333.95'
741.592,'CDU=741.592'
006.7,'CDU=006.7'
330.101,'CDU=330.101'
332.024,'CDU=332.024'
620.11,'CDU=620.11'
338.47,'CDU=338.47'
006.3,'CDU=006.3'
612.3,'CDU=612.3'
613.2,'CDU=613.2'
620.82,'CDU=620.82'
332.024.86,'CDU=332.024.86'
641.563,'CDU=641.563'
338.9,'CDU=338.9'
796.51,'CDU=796.51'
004.42,'CDU=004.42'
332.7,'CDU=332.7'
333.79,'CDU=333.79'
001.891.2,'CDU=001.891.2'
512.552,'CDU=512.552'
005.1,'CDU=005.1'
621.397,'CDU=621.397'
338.47,'CDU=338.47'
338.24,'CDU=338.24'
006.3,'CDU=006.3'
910.45,'CDU=910.45'
332.024,'CDU=332.024'
005.7,'CDU=005.7'
615.1,'CDU=615.1'
004.738.5,'CDU=004.738.5'
791.43,'CDU=791.43'
792.8,'CDU=792.8'
333.7,'CDU=333.7'
333.95,'CDU=333.95'
338.46,'CDU=338.46'
338.9,'CDU=338.9'
331.1,'CDU=331.1'
615.1,'CDU=615.1'
330.101,'CDU=330.101'
641.594,'CDU=641.594'
001.9,'CDU=001.9'
004.42,'CDU=004.42'
330.342,'CDU=330.342'
005.3,'CDU=005.3'
332.024.86,'CDU=332.024.86'
616-083.9,'CDU=616-083.9'
338.47,'CDU=338.47'
616-008.441,'CDU=616-008.441'
613.2,'CDU=613.2'
338.24,'CDU=338.24'
791.43.09,'CDU=791.43.09'
641.5,'CDU=641.5'
330.322,'CDU=330.322'
792.8,'CDU=792.8'
331.1,'CDU=331.1'
005.7,'CDU=005.7'
615.1,'CDU=615.1'
004.738.5,'CDU=004.738.5'
791.43,'CDU=791.43'
792.8,'CDU=792.8'
333.7,'CDU=333.7'
333.95,'CDU=333.95'
338.46,'CDU=338.46'
338.9,'CDU=338.9'
331.1,'CDU=331.1'
615.1,'CDU=615.1'
330.101,'CDU=330.101'
641.594,'CDU=641.594'
001.9,'CDU=001.9'
004.42,'CDU=004.42'
330.342,'CDU=330.342'
005.3,'CDU=005.3'
338.24,'CDU=338.24'
006.3,'CDU=006.3'
910.45,'CDU=910.45'
332.024,'CDU=332.024'
005.7,'CDU=005.7'
615.1,'CDU=615.1'
004.738.5,'CDU=004.738.5'
791.43,'CDU=791.43'
792.8,'CDU=792.8'
333.7,'CDU=333.7'
333.95,'CDU=333.95'
338.46,'CDU=338.46'
338.9,'CDU=338.9'
331.1,'CDU=331.1'
615.1,'CDU=615.1'
330.101,'CDU=330.101'
641.594,'CDU=641.594'
001.9,'CDU=001.9'
004.42,'CDU=004.42'
330.342,'CDU=330.342'
005.3,'CDU=005.3'
332.024.86,'CDU=332.024.86'
616-083.9,'CDU=616-083.9'
338.47,'CDU=338.47'
616-008.441,'CDU=616-008.441'
613.2,'CDU=613.2'
338.24,'CDU=338.24'
791.43.09,'CDU=791.43.09'
641.5,'CDU=641.5'
330.322,'CDU=330.322'
792.8,'CDU=792.8'
331.1,'CDU=331.1'
005.7,'CDU=005.7'
615.1,'CDU=615.1'
004.738.5,'CDU=004.738.5'
791.43,'CDU=791.43'
792.8,'CDU=792.8'
333.7,'CDU=333.7'
333.95,'CDU=333.95'
